time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-08T21:35:37.680Z,35.8163333,-117.6323333,6.23,1.68,ml,17,127,0.02831,0.15,ci,ci38491903,2019-07-08T21:39:27.314Z,"21km WNW of Searles Valley, CA",earthquake,0.52,0.9,0.148,21,automatic,ci,ci
2019-07-08T21:35:08.280Z,35.8851667,-117.6996667,1.85,1.77,ml,20,72,0.07429,0.2,ci,ci38491895,2019-07-08T21:38:53.310Z,"20km ESE of Little Lake, CA",earthquake,0.31,0.47,0.155,25,automatic,ci,ci
2019-07-08T21:33:37.000Z,35.8131667,-117.6396667,4.12,2.62,ml,32,48,0.03436,0.15,ci,ci38491879,2019-07-08T21:44:32.700Z,"22km N of Ridgecrest, CA",earthquake,0.19,0.45,0.158,25,automatic,ci,ci
2019-07-08T21:31:17.380Z,35.8763333,-117.7196667,2.19,2.2,ml,23,55,0.07696,0.18,ci,ci38491863,2019-07-08T21:42:06.040Z,"18km ESE of Little Lake, CA",earthquake,0.23,0.35,0.174,26,automatic,ci,ci
2019-07-08T21:30:47.850Z,0.4205,126.3394,35,4.9,mb,,60,1.084,1.09,us,us70004f75,2019-07-08T21:52:39.040Z,"121km WSW of Kota Ternate, Indonesia",earthquake,6.5,2,0.054,110,reviewed,us,us
2019-07-08T21:30:45.070Z,35.749,-117.5778333,3.76,2.07,ml,29,66,0.06849,0.22,ci,ci38491855,2019-07-08T21:42:03.580Z,"16km W of Searles Valley, CA",earthquake,0.32,1.01,0.183,26,automatic,ci,ci
2019-07-08T21:30:42.000Z,35.7901667,-117.803,22.23,1.57,ml,17,83,0.03602,0.32,ci,ci38491847,2019-07-08T21:34:32.000Z,"16km N of Inyokern, CA",earthquake,0.74,1.6,0.041,3,automatic,ci,ci
2019-07-08T21:26:58.960Z,35.9366667,-117.7013333,2.62,1.53,ml,21,48,0.04284,0.16,ci,ci38491815,2019-07-08T21:30:50.972Z,"18km E of Little Lake, CA",earthquake,0.24,0.34,0.176,22,automatic,ci,ci
2019-07-08T21:23:42.700Z,35.7696667,-117.5981667,1.21,2.15,ml,28,54,0.04598,0.17,ci,ci38491783,2019-07-08T21:34:54.100Z,"18km W of Searles Valley, CA",earthquake,0.24,0.45,0.136,26,automatic,ci,ci
2019-07-08T21:18:54.220Z,35.9623333,-117.4731667,4.83,2.42,ml,28,53,0.09632,0.17,ci,ci38491751,2019-07-08T21:22:44.712Z,"23km NNW of Searles Valley, CA",earthquake,0.3,0.75,0.119,26,automatic,ci,ci
2019-07-08T21:17:53.640Z,35.8893318,-117.7259979,5.44,1.59,ml,19,121,0.08475,0.1,ci,ci38491735,2019-07-08T21:21:34.703Z,"17km ESE of Little Lake, CA",earthquake,0.36,1.09,0.218,13,automatic,ci,ci
2019-07-08T21:13:58.020Z,35.738,-117.5415,2.57,1.67,ml,24,72,0.08996,0.19,ci,ci38491727,2019-07-08T21:17:43.670Z,"13km WSW of Searles Valley, CA",earthquake,0.29,0.61,0.11,27,automatic,ci,ci
2019-07-08T21:05:58.700Z,35.9113333,-117.6975,2.29,2.66,ml,29,46,0.05286,0.19,ci,ci38491655,2019-07-08T21:16:55.330Z,"19km E of Little Lake, CA",earthquake,0.23,0.37,0.131,26,automatic,ci,ci
2019-07-08T21:04:26.230Z,35.6518333,-117.4573333,6.31,2.06,ml,21,74,0.06531,0.4,ci,ci38491639,2019-07-08T21:08:13.507Z,"14km SSW of Searles Valley, CA",earthquake,0.81,2.1,0.138,26,automatic,ci,ci
2019-07-08T21:03:57.080Z,35.7476667,-117.5626667,3.42,1.6,ml,21,85,0.0736,0.17,ci,ci38491631,2019-07-08T21:07:53.504Z,"14km W of Searles Valley, CA",earthquake,0.32,0.9,0.098,23,automatic,ci,ci
2019-07-08T21:03:25.000Z,35.6415,-117.5745,23.56,1.54,ml,8,194,0.1067,0.22,ci,ci38491623,2019-07-08T21:07:18.501Z,"9km ENE of Ridgecrest, CA",earthquake,3.78,4.3,0.232,10,automatic,ci,ci
2019-07-08T21:00:52.680Z,35.6801667,-117.454,4.06,1.67,ml,20,92,0.0937,0.18,ci,ci38491599,2019-07-08T21:04:30.895Z,"11km SSW of Searles Valley, CA",earthquake,0.36,0.92,0.158,25,automatic,ci,ci
2019-07-08T21:00:37.680Z,36.1423333,-117.855,4.75,1.54,ml,16,142,0.0247,0.37,ci,ci38491591,2019-07-08T21:04:26.400Z,"14km NE of Coso Junction, CA",earthquake,1.11,1.89,0.222,22,automatic,ci,ci
2019-07-08T20:59:06.490Z,35.7106667,-117.5363333,1.47,1.62,ml,18,79,0.1161,0.16,ci,ci38491575,2019-07-08T21:03:05.887Z,"14km WSW of Searles Valley, CA",earthquake,0.28,0.53,0.118,24,automatic,ci,ci
2019-07-08T20:59:02.700Z,32.1186667,-116.3771667,24.76,2.38,ml,17,165,0.3107,0.15,ci,ci38491567,2019-07-08T21:02:45.858Z,"36km NE of Ensenada, B.C., MX",earthquake,0.63,1.11,0.155,27,automatic,ci,ci
2019-07-08T20:58:31.750Z,35.8595,-117.6898333,6.15,1.66,ml,18,77,0.07939,0.17,ci,ci38491559,2019-07-08T21:02:11.854Z,"21km ESE of Little Lake, CA",earthquake,0.33,1.04,0.141,12,automatic,ci,ci
2019-07-08T20:58:01.960Z,36.0656667,-117.8541667,0.81,1.84,ml,15,132,0.05181,0.26,ci,ci38491551,2019-07-08T21:01:51.851Z,"9km ENE of Coso Junction, CA",earthquake,0.5,0.61,0.157,25,automatic,ci,ci
2019-07-08T20:57:40.054Z,0.5935,126.4988,41.56,4.5,mb,,96,0.885,1.04,us,us70004f5m,2019-07-08T21:10:34.040Z,"98km WSW of Kota Ternate, Indonesia",earthquake,8.2,10.1,0.145,14,reviewed,us,us
2019-07-08T20:55:23.100Z,35.5495,-117.5328333,2.35,1.8,ml,17,101,0.0684,0.19,ci,ci38491503,2019-07-08T20:59:14.483Z,"15km ESE of Ridgecrest, CA",earthquake,0.44,0.66,0.201,16,automatic,ci,ci
2019-07-08T20:54:39.040Z,35.9015,-117.7056667,2.58,1.74,ml,25,43,0.06448,0.19,ci,ci38491495,2019-07-08T21:05:28.720Z,"18km ESE of Little Lake, CA",earthquake,0.25,0.41,0.147,27,automatic,ci,ci
2019-07-08T20:53:59.160Z,35.8393333,-117.6868333,7.58,1.86,ml,20,71,0.07047,0.19,ci,ci38491487,2019-07-08T20:57:49.474Z,"23km ESE of Little Lake, CA",earthquake,0.35,0.9,0.101,17,automatic,ci,ci
2019-07-08T20:53:41.950Z,35.6931667,-117.534,9.23,1.99,ml,25,78,0.1214,0.21,ci,ci38491479,2019-07-08T20:57:38.954Z,"14km SW of Searles Valley, CA",earthquake,0.31,0.98,0.084,27,automatic,ci,ci
2019-07-08T20:53:18.860Z,35.8856667,-117.6783333,4.46,1.7,ml,14,85,0.06612,0.1,ci,ci38491471,2019-07-08T20:57:15.868Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.44,0.125,2,automatic,ci,ci
2019-07-08T20:52:52.000Z,35.9416667,-117.7005,2.29,2.16,ml,25,47,0.04114,0.14,ci,ci38491455,2019-07-08T21:03:18.890Z,"19km E of Little Lake, CA",earthquake,0.16,0.26,0.142,25,automatic,ci,ci
2019-07-08T20:51:28.050Z,35.8656667,-117.6998333,4.9,2.43,ml,30,49,0.07772,0.17,ci,ci38491447,2019-07-08T21:02:14.650Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.52,0.163,26,automatic,ci,ci
2019-07-08T20:50:56.490Z,35.7156667,-117.5406667,9.8,1.94,ml,23,92,0.11,0.21,ci,ci38491431,2019-07-08T21:02:06.360Z,"14km WSW of Searles Valley, CA",earthquake,0.37,1.05,0.148,27,automatic,ci,ci
2019-07-08T20:49:34.030Z,35.5958333,-117.3995,0.17,2.81,ml,31,72,0.05194,0.16,ci,ci38491423,2019-07-08T21:00:06.860Z,"19km S of Trona, CA",earthquake,0.26,31.61,0.117,25,automatic,ci,ci
2019-07-08T20:48:56.630Z,35.9171667,-117.743,8.84,1.64,ml,16,61,0.06862,0.14,ci,ci38491415,2019-07-08T20:52:46.940Z,"15km E of Little Lake, CA",earthquake,0.28,0.71,0.228,21,automatic,ci,ci
2019-07-08T20:48:01.300Z,35.537,-117.3608333,7.96,2.08,ml,29,75,0.0124,0.22,ci,ci38491399,2019-07-08T20:59:00.520Z,"25km S of Trona, CA",earthquake,0.39,0.79,0.131,26,automatic,ci,ci
2019-07-08T20:44:38.698Z,60.6167,-151.6146,35.8,1.8,ml,,,,1.06,ak,ak0198owqren,2019-07-08T20:58:42.731Z,"19km WSW of Nikiski, Alaska",earthquake,,19.7,,,automatic,ak,ak
2019-07-08T20:43:29.600Z,35.9301667,-117.7085,0.61,1.73,ml,23,45,0.05038,0.22,ci,ci38491359,2019-07-08T20:53:51.270Z,"18km E of Little Lake, CA",earthquake,0.27,0.49,0.144,26,automatic,ci,ci
2019-07-08T20:43:06.700Z,35.9115,-117.7216667,2.61,1.51,ml,17,57,0.06831,0.19,ci,ci38491351,2019-07-08T20:46:53.929Z,"17km E of Little Lake, CA",earthquake,0.32,0.39,0.183,11,automatic,ci,ci
2019-07-08T20:42:15.650Z,35.912,-117.7366667,2.38,2.62,ml,31,37,0.07561,0.21,ci,ci38491343,2019-07-08T20:56:34.723Z,"16km E of Little Lake, CA",earthquake,0.23,0.39,0.174,25,automatic,ci,ci
2019-07-08T20:42:06.140Z,35.896,-117.7351667,2.88,1.83,ml,17,67,0.08559,0.17,ci,ci38491335,2019-07-08T20:45:44.400Z,"16km ESE of Little Lake, CA",earthquake,0.29,1.34,0.19,15,automatic,ci,ci
2019-07-08T20:41:52.220Z,35.9253333,-117.6555,2.32,1.98,ml,23,51,0.0229,0.16,ci,ci38491327,2019-07-08T20:45:43.877Z,"23km E of Little Lake, CA",earthquake,0.19,0.27,0.145,25,automatic,ci,ci
2019-07-08T20:40:31.530Z,35.6243333,-117.4078333,4.25,1.53,ml,15,158,0.05821,0.18,ci,ci38491319,2019-07-08T20:44:23.871Z,"16km S of Trona, CA",earthquake,0.49,0.73,0.215,19,automatic,ci,ci
2019-07-08T20:38:11.210Z,36.0106667,-117.8411667,20.48,1.61,ml,14,89,0.03844,0.24,ci,ci38491303,2019-07-08T20:41:58.859Z,"10km NE of Little Lake, CA",earthquake,0.93,1.89,0.27,14,automatic,ci,ci
2019-07-08T20:33:30.530Z,34.0663333,-117.5296667,3.12,1.53,ml,54,33,0.01727,0.24,ci,ci38491255,2019-07-08T20:44:37.310Z,"7km NW of Glen Avon, CA",earthquake,0.29,0.39,0.154,27,automatic,ci,ci
2019-07-08T20:33:27.730Z,35.6941667,-117.3543333,9.17,2.1,ml,11,203,0.1388,0.22,ci,ci38491263,2019-07-08T20:37:46.432Z,"8km SSE of Trona, CA",earthquake,1.09,2.53,0.179,26,automatic,ci,ci
2019-07-08T20:31:36.970Z,35.5558333,-117.3463333,8.01,2.09,ml,25,111,0.0342,0.22,ci,ci38491231,2019-07-08T20:42:32.970Z,"23km S of Trona, CA",earthquake,0.48,1.02,0.139,27,automatic,ci,ci
2019-07-08T20:31:10.190Z,35.6581667,-117.5233333,7.08,1.76,ml,23,132,0.08715,0.23,ci,ci38491223,2019-07-08T20:34:54.077Z,"14km ENE of Ridgecrest, CA",earthquake,0.4,1.08,0.129,28,automatic,ci,ci
2019-07-08T20:29:54.850Z,35.771,-117.5876667,3.31,2.72,ml,30,62,0.04536,0.17,ci,ci38491215,2019-07-08T20:33:49.074Z,"17km W of Searles Valley, CA",earthquake,0.23,0.66,0.126,26,automatic,ci,ci
2019-07-08T20:29:44.670Z,35.7708333,-117.5883333,0.82,1.83,ml,22,79,0.04543,0.17,ci,ci38491207,2019-07-08T20:33:29.071Z,"17km W of Searles Valley, CA",earthquake,0.26,0.42,0.138,16,automatic,ci,ci
2019-07-08T20:29:13.580Z,35.8621667,-117.7021667,8.76,2.17,ml,28,49,0.07388,0.18,ci,ci38491199,2019-07-08T20:40:26.660Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.69,0.176,25,automatic,ci,ci
2019-07-08T20:26:52.069Z,28.8561,-43.6318,10,4.8,mb,,189,34.44,0.89,us,us70004f5n,2019-07-08T21:17:27.040Z,"Northern Mid-Atlantic Ridge",earthquake,16.3,2,0.043,168,reviewed,us,us
2019-07-08T20:26:30.430Z,35.936,-117.7003333,1.7,1.53,ml,19,55,0.04224,0.17,ci,ci38491159,2019-07-08T20:30:32.044Z,"19km E of Little Lake, CA",earthquake,0.25,0.36,0.203,22,automatic,ci,ci
2019-07-08T20:24:35.170Z,35.6578333,-117.4685,2.09,1.92,ml,22,91,0.07136,0.21,ci,ci38491135,2019-07-08T20:28:25.989Z,"14km SSW of Searles Valley, CA",earthquake,0.4,0.85,0.124,28,automatic,ci,ci
2019-07-08T20:24:15.250Z,35.913,-117.6948333,2.18,1.59,ml,20,67,0.05014,0.27,ci,ci38491127,2019-07-08T20:28:03.989Z,"19km E of Little Lake, CA",earthquake,0.32,0.59,0.129,22,automatic,ci,ci
2019-07-08T20:22:52.890Z,35.7523333,-117.4516667,7.92,1.57,ml,15,188,0.1344,0.39,ci,ci38491111,2019-07-08T20:26:39.979Z,"5km WSW of Searles Valley, CA",earthquake,1.38,3.74,0.167,21,automatic,ci,ci
2019-07-08T20:22:28.930Z,36.0095,-117.8476667,1.43,1.52,ml,13,90,0.03469,0.1,ci,ci38491103,2019-07-08T20:26:20.979Z,"10km NNE of Little Lake, CA",earthquake,0.21,0.26,0.2,16,automatic,ci,ci
2019-07-08T20:20:20.920Z,35.625,-117.4358333,0.17,1.52,ml,14,151,0.04402,0.24,ci,ci38491071,2019-07-08T20:24:09.695Z,"16km S of Searles Valley, CA",earthquake,0.54,31.61,0.163,20,automatic,ci,ci
2019-07-08T20:18:29.450Z,35.8155,-117.6286667,3.98,1.61,ml,19,76,0.02532,0.21,ci,ci38491047,2019-07-08T20:22:14.729Z,"21km WNW of Searles Valley, CA",earthquake,0.34,0.59,0.224,27,automatic,ci,ci
2019-07-08T20:17:43.360Z,35.8853333,-117.6811667,6.55,1.63,ml,19,83,0.08178,0.17,ci,ci38491039,2019-07-08T20:21:40.606Z,"21km ESE of Little Lake, CA",earthquake,0.34,0.71,0.129,26,automatic,ci,ci
2019-07-08T20:14:32.500Z,35.538,-117.3651667,4.25,2.02,ml,25,117,0.01303,0.19,ci,ci38491031,2019-07-08T20:18:19.587Z,"25km S of Trona, CA",earthquake,0.37,0.68,0.146,26,automatic,ci,ci
2019-07-08T20:12:03.790Z,35.715332,-117.3613358,3.24,1.8,ml,16,210,0.1526,0.29,ci,ci38491007,2019-07-08T20:15:58.549Z,"6km SSE of Trona, CA",earthquake,1.15,2.39,0.219,13,automatic,ci,ci
2019-07-08T20:10:13.090Z,35.9526667,-117.7255,2.08,1.66,ml,20,43,0.06114,0.19,ci,ci38490991,2019-07-08T20:14:07.531Z,"16km E of Little Lake, CA",earthquake,0.29,0.38,0.148,22,automatic,ci,ci
2019-07-08T20:09:49.310Z,36.0808333,-117.689,2.16,1.76,ml,13,89,0.08307,0.12,ci,ci38490983,2019-07-08T20:13:33.728Z,"24km E of Coso Junction, CA",earthquake,0.26,0.41,0.077,9,automatic,ci,ci
2019-07-08T20:09:11.970Z,35.6051674,-117.4779968,8.16,2.28,ml,48,58,0.02264,0.14,ci,ci38490975,2019-07-08T20:19:49.360Z,"18km E of Ridgecrest, CA",earthquake,0.22,0.59,0.338,24,automatic,ci,ci
2019-07-08T20:05:45.590Z,35.5848333,-117.6423333,18.45,1.59,ml,9,231,0.2333,0.15,ci,ci38490943,2019-07-08T20:09:36.156Z,"5km SE of Ridgecrest, CA",earthquake,1.83,1.56,0.228,5,automatic,ci,ci
2019-07-08T20:04:44.600Z,35.6006667,-117.4018333,8.01,1.89,ml,25,80,0.05119,0.18,ci,ci38490927,2019-07-08T20:08:30.645Z,"18km S of Trona, CA",earthquake,0.36,0.67,0.123,25,automatic,ci,ci
2019-07-08T20:02:08.460Z,35.6483333,-117.4791667,0.74,1.68,ml,16,109,0.06323,0.19,ci,ci38490911,2019-07-08T20:05:54.627Z,"15km SSW of Searles Valley, CA",earthquake,0.44,0.72,0.119,10,automatic,ci,ci
2019-07-08T20:01:32.420Z,35.9189987,-117.6743317,1.88,2.23,ml,32,52,0.03478,0.14,ci,ci38490903,2019-07-08T20:05:19.622Z,"21km E of Little Lake, CA",earthquake,0.22,0.33,0.2,29,automatic,ci,ci
2019-07-08T19:59:59.060Z,35.9440002,-117.4400024,14.76,1.73,ml,11,245,0.1205,0.42,ci,ci38490887,2019-07-08T20:03:44.133Z,"20km N of Searles Valley, CA",earthquake,4.68,4.02,0.272,6,automatic,ci,ci
2019-07-08T19:58:17.280Z,35.648,-117.4811667,2.94,1.89,ml,25,109,0.06328,0.16,ci,ci38490871,2019-07-08T20:02:01.640Z,"15km SSW of Searles Valley, CA",earthquake,0.29,0.51,0.169,27,automatic,ci,ci
2019-07-08T19:56:45.480Z,35.9485,-117.432,0.04,2.13,ml,15,247,0.1383,0.28,ci,ci38490863,2019-07-08T20:00:49.087Z,"20km N of Searles Valley, CA",earthquake,1.84,31.61,0.265,27,automatic,ci,ci
2019-07-08T19:55:57.390Z,35.9481667,-117.6795,3.49,1.62,ml,17,47,0.02363,0.17,ci,ci38490847,2019-07-08T19:59:28.079Z,"20km E of Little Lake, CA",earthquake,0.24,0.52,0.169,26,automatic,ci,ci
2019-07-08T19:54:13.112Z,0.5388,126.442,40.53,4.8,mb,,60,0.953,0.66,us,us70004f30,2019-07-08T20:06:34.040Z,"106km WSW of Kota Ternate, Indonesia",earthquake,4.4,9.7,0.131,18,reviewed,us,us
2019-07-08T19:54:12.730Z,35.6458333,-117.6091667,7.94,1.54,ml,17,103,0.1241,0.14,ci,ci38490831,2019-07-08T19:58:08.069Z,"7km ENE of Ridgecrest, CA",earthquake,0.29,1.41,0.2,24,automatic,ci,ci
2019-07-08T19:51:29.080Z,35.936,-117.7293333,8.05,1.53,ml,15,62,0.06516,0.16,ci,ci38490799,2019-07-08T19:55:15.799Z,"16km E of Little Lake, CA",earthquake,0.38,0.73,0.229,14,automatic,ci,ci
2019-07-08T19:49:52.120Z,35.8656667,-117.6841667,8.66,2.23,ml,25,45,0.08625,0.15,ci,ci38490783,2019-07-08T20:00:24.700Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.59,0.265,25,automatic,ci,ci
2019-07-08T19:49:14.400Z,36.0195,-117.8475,1.74,2.02,ml,19,105,0.03671,0.15,ci,ci38490775,2019-07-08T19:53:06.017Z,"10km ESE of Coso Junction, CA",earthquake,0.2,0.24,0.165,21,automatic,ci,ci
2019-07-08T19:48:56.640Z,35.8595,-117.6926667,6.62,2.07,ml,27,47,0.07763,0.16,ci,ci38490767,2019-07-08T19:59:21.140Z,"21km ESE of Little Lake, CA",earthquake,0.24,0.6,0.207,25,automatic,ci,ci
2019-07-08T19:47:56.620Z,36.0528333,-117.8503333,1.86,2.77,ml,24,53,0.0555,0.15,ci,ci38490759,2019-07-08T19:51:55.950Z,"9km E of Coso Junction, CA",earthquake,0.23,0.27,0.181,26,automatic,ci,ci
2019-07-08T19:47:41.440Z,35.9448333,-117.6906667,2.35,2.18,ml,23,47,0.03283,0.12,ci,ci38490751,2019-07-08T19:58:17.120Z,"20km E of Little Lake, CA",earthquake,0.15,0.22,0.201,25,automatic,ci,ci
2019-07-08T19:47:06.490Z,35.9655,-117.6441667,16.21,1.56,ml,10,111,0.01827,0.29,ci,ci38490743,2019-07-08T19:50:46.942Z,"24km E of Little Lake, CA",earthquake,1.26,1.43,0.142,5,automatic,ci,ci
2019-07-08T19:46:25.712Z,56.1919,-149.8454,20.07,3.6,ml,,203,2.161,0.54,us,us70004f2d,2019-07-08T20:01:14.040Z,"236km SE of Kodiak, Alaska",earthquake,10.7,11.2,0.052,48,reviewed,us,us
2019-07-08T19:46:06.860Z,34.069,-115.7556667,23.38,1.96,ml,11,301,0.3754,0.25,ci,ci38490735,2019-07-08T19:49:56.938Z,"30km ESE of Twentynine Palms, CA",earthquake,6.67,4.82,0.219,28,automatic,ci,ci
2019-07-08T19:45:21.990Z,35.9313316,-117.7333298,7.71,3.2,ml,49,33,0.06931,0.21,ci,ci38490727,2019-07-08T21:10:03.553Z,"16km E of Little Lake, CA",earthquake,0.23,0.56,0.279,21,reviewed,ci,ci
2019-07-08T19:44:55.460Z,35.9205,-117.6881667,2.49,2.11,ml,24,49,0.04109,0.14,ci,ci38490719,2019-07-08T19:56:09.220Z,"20km E of Little Lake, CA",earthquake,0.18,0.34,0.131,26,automatic,ci,ci
2019-07-08T19:43:00.200Z,36.149,-117.8586667,4.28,1.98,ml,18,94,0.03151,0.23,ci,ci38490695,2019-07-08T19:46:45.440Z,"14km NE of Coso Junction, CA",earthquake,0.47,0.61,0.198,25,automatic,ci,ci
2019-07-08T19:42:44.551Z,15.8771,-93.3022,105.89,4.4,mb,,158,1.19,1.23,us,us70004f29,2019-07-08T19:56:03.040Z,"20km NNW of Pijijiapan, Mexico",earthquake,10.5,10.6,0.189,8,reviewed,us,us
2019-07-08T19:42:07.970Z,35.7461667,-117.5421667,4.63,1.88,ml,23,90,0.08273,0.15,ci,ci38490687,2019-07-08T19:53:03.230Z,"13km W of Searles Valley, CA",earthquake,0.25,0.65,0.169,27,automatic,ci,ci
2019-07-08T19:40:22.780Z,35.6165,-117.5835,4.19,2.4,ml,28,97,0.1033,0.17,ci,ci38490671,2019-07-08T20:45:49.456Z,"8km E of Ridgecrest, CA",earthquake,0.24,0.89,0.169,26,automatic,ci,ci
2019-07-08T19:39:30.100Z,35.9448333,-117.7221667,1.18,2.42,ml,26,43,0.05833,0.15,ci,ci38490655,2019-07-08T19:49:57.380Z,"17km E of Little Lake, CA",earthquake,0.19,0.32,0.11,26,automatic,ci,ci
2019-07-08T19:37:33.920Z,35.6136667,-117.421,8.76,2.23,ml,25,74,0.04315,0.19,ci,ci38490631,2019-07-08T19:47:51.720Z,"17km SSW of Trona, CA",earthquake,0.33,0.77,0.222,25,automatic,ci,ci
2019-07-08T19:34:19.420Z,35.7416667,-117.5495,3.86,1.65,ml,18,136,0.08359,0.17,ci,ci38490599,2019-07-08T19:38:16.765Z,"13km WSW of Searles Valley, CA",earthquake,0.34,0.78,0.186,27,automatic,ci,ci
2019-07-08T19:26:47.130Z,35.6933333,-117.4618333,2.22,1.56,ml,15,152,0.1066,0.26,ci,ci38490559,2019-07-08T19:30:37.690Z,"10km SSW of Searles Valley, CA",earthquake,0.71,1.01,0.218,21,automatic,ci,ci
2019-07-08T19:24:33.960Z,35.8273333,-117.6565,4.37,1.9,ml,21,47,0.04932,0.16,ci,ci38490543,2019-07-08T19:28:32.116Z,"23km N of Ridgecrest, CA",earthquake,0.22,0.49,0.206,26,automatic,ci,ci
2019-07-08T19:21:29.290Z,35.667,-117.462,2.82,1.9,ml,18,150,0.08032,0.28,ci,ci38490519,2019-07-08T19:25:25.089Z,"12km SSW of Searles Valley, CA",earthquake,0.81,1.26,0.138,26,automatic,ci,ci
